id_way,node_id,cross_ways
145577570,"{989867184, 1589690912, 1589690914, 1589690916, 1589690917}",{85382991}
85383030,"{989868096, 8253545540, 8253545541, 8253545542, 8253545543, 8253545544, 8253545545, 8253545546, 989868171, 290161291, 8253545549, 8253545548, 8253545550, 8253545547, 9166955027, 9166955028, 9166955029, 989867872, 989867875, 989874150, 989868007, 989874152, 989874153, 989867187}","{145624964, 142796073, 85382991, 85383031, 85383032, 85383033, 85383034}"
85383033,"{989868096, 989868095}",{85383030}
85383034,"{989868177, 1588714614, 989868170, 989868171, 8019141372, 989868174}","{145624964, 85383030}"
85383021,"{989867389, 1589690676, 989867284, 989867285, 989867257, 989867418, 1589690733}",{85383008}
142796073,"{5303974465, 290161285, 1589689799, 1515041742, 5303975185, 1589689815, 6367076923, 1589689916}","{857614018, 590430068, 503673631}"
145583671,"{330969304, 1515041616}","{145788219, 85383027}"
85383032,"{989868003, 989868007}",{85383030}
85383031,"{989867896, 9166955032, 9166955030}",set()
145463645,"{989869545, 9204078058, 9204078059}",{85383050}
85383050,"{989869536, 989869537, 8253545539, 8379969735, 989869545, 1589533482, 1589533578, 9204078063, 1589533203, 989869044, 1589533402, 989869535}","{85383052, 145463645}"
85383052,"{989869896, 989869602, 989869901}",set()
85383057,"{989869929, 7647268942, 989870159, 989870160, 7647268945, 989870161, 7647268944, 989870162, 1589738621}","{85383053, 85383061}"
85383067,"{1588682291, 989870698, 989869928, 1588724248, 989870666, 989870696, 1588724249}",{85383053}
85383053,"{989869928, 989869929, 989870650}","{85383057, 85383067, 85383061}"
85383061,"{989870638, 7647268943, 989870641, 989870162, 7647268947, 7647268948, 7647268946, 989870645}",{85383057}
486691218,"{8100821600, 3287542512, 5276058978, 8100821603, 1590854550, 1271858599, 1620014063}","{111681241, 486690426, 276958756}"
276958756,"{8100821664, 3219753849, 1271858599, 8100821576, 5172842729, 7944948295, 8100821582, 2815099087, 4518274255, 3713245394, 8100821588, 3713245399, 3713245405, 4518276153, 8100821597}","{111681241, 486691218, 401161029, 367400166}"
442013129,"{1589874912, 1271953995}","{442013128, 442013126}"
486491742,"{3285793907, 8212537237, 1590038677, 8194300985, 8194300986}","{883623352, 321808977, 321808981, 486491743}"
486491247,"{1271954043, 1271953973}","{486491742, 486491150}"
486491150,"{1271953973, 4049612934}",{486491247}
590430066,"{7995723224, 1588521782, 1259330838}",{486492325}
486492325,"{1593141770, 8474064574, 1259330838}","{590430065, 590430066}"
145437079,"{1588543617, 1588543634, 1588543638}",{137084232}
145483088,"{1588973824, 1505984339, 1588973820, 330828238}","{137291016, 484866803}"
137291017,"{1588989505, 1505984341, 1505984343, 1505984344, 1505984345, 330828234}","{137291016, 484866803}"
484866803,"{1588973968, 1590309286, 330828233, 330828234, 1589751339, 330828236, 330828238}",{137291017}
882716506,"{8209155485, 1508851726}",set()
543213903,"{5251353354, 5251353355, 1508851773, 5251353358}",set()
882716491,"{8209155449, 8209155450, 1508851798}",{543213912}
543213912,"{5251353376, 1494251952, 8209155443, 8209155452, 8209155449, 8209155451, 5251353372, 5251353373, 5251353374, 5251353375}","{882716489, 882716491}"
882716490,"{8209155444, 8209155445, 8209155446}",set()
882716489,"{8209155442, 8209155443, 1508851784, 8209155453}",{543213912}
543213921,"{8209155425, 8209155426, 8209155427, 8209155428, 5251353389, 8209155415, 5251353437, 5251353438}","{882716482, 543213916}"
420445782,"{4203853696, 4203765249, 4203853699, 4203765252, 4203853702, 4203765255, 4203853705, 4203853709, 4203853712, 4203853716, 3278001341, 4203853720, 4203853725, 4203853726, 4203853729, 8209155494, 4203853734, 8209155498, 4203853740, 4203853693, 8209155502, 4203765238, 4203765240, 4203853690, 4203765245}","{420454166, 420454167, 420454168, 420454170, 420454171, 420454172, 420454173, 420454174, 420454175, 420454176, 420454177, 420454178, 420454179, 420454180, 420445783, 420445784, 420445785, 420445786, 420445787, 420445788, 882716509, 882716510, 882716511, 673393764}"
145783661,"{1591296256, 1591296258, 1591296261}",{145783660}
420445781,"{4203765232, 4203765233, 4203765234, 4203765231}",{145783660}
420445780,"{4203765229, 4203765230}",{145783660}
145783660,"{1494252000, 4203765216, 4309939010, 4203765218, 4203765189, 4309888841, 1591296298, 1591296299, 1591296269, 1591296270, 1591296271, 1591296272, 4309929585, 1591296274, 1591296276, 4309843098}","{420445769, 420445770, 420445771, 420445772, 420445774, 420445775, 146390547}"
420445779,"{4203765227, 4203765228}",{145783660}
882716466,"{8209143010, 8209143011, 8209143012, 1494251989, 8209143013, 8209143014}",set()
420445778,"{8209143009, 8209155330, 4203765225, 4203765226, 1591296268}",{145783660}
882716465,"{8209143008, 8209143007}",set()
882716464,"{8209143005, 8209155334, 8209143006}",{882716467}
420445777,"{4203765224, 4203765222, 4203765223}",{145783660}
882716463,"{8209155320, 8209143003, 8209143004}",{882716467}
882716467,"{4203765203, 4203765204, 1494251998}",set()
420445776,"{4203765218, 4203765219, 4203765220, 4203765221, 8209155319}","{882716467, 145783660}"
420445774,"{4309939010, 4203765209, 4203765210, 4203765211}",{145783660}
420445770,"{4203765190, 4203765191, 4203765192, 4203765193, 4309843098}",{145783660}
882716476,"{8209155376, 8209155342, 8209155375}",set()
543213925,"{5251353408, 5251353411, 5251353412, 5251353413, 5251353414, 5251353415, 5251353418, 5251353419, 5251353420, 5251353421, 5251353422, 5251353423, 9830323886, 5251353454, 5251353456, 5251353457, 5251353455, 9830323887, 9830323888, 9830323889, 5251353404, 5251353405, 5251353406}",{543213922}
677210787,"{1271858594, 1271858597, 1271858601, 330790618}",{138205647}
884156904,"{8246389314, 330792387, 1515041641, 1524436507, 8246383997}","{857614018, 139076826, 138207179, 624693982}"
138292406,"{4049536020, 1515041589, 330948411, 1588237804, 8011600254}","{663717063, 138207176, 145661431, 145661432, 145404570}"
145404570,"{1588237808, 1588237811, 1588237804}",{138292406}
138207177,"{1503703460, 1515041637, 1515041604, 1515041607, 1588366378, 1593139573, 345224152, 1503703609, 1588543674, 1588543645, 1503703486}","{137084231, 138207179, 138207180, 145437077, 145437079, 624693982}"
138292407,"{8105326981, 8111274854, 1590317127, 1590317159, 1590075341, 1590075096, 989835731, 1590075000, 1590075261, 1590317150}","{145661616, 145661617, 624693986}"
145661616,"{1590317124, 1590317127, 1590317159, 1590317147, 8111282350}",{138292407}
624693986,"{1590075602, 8082990620, 1590075599}",{624687818}
145667222,"{1590375810, 1590381570, 1590375812, 1590395586, 1590375814, 1590381635, 1590395592, 1590375821, 1590395569, 1590395574, 1590395580, 1590395583}","{145667226, 145668589}"
145667216,"{1590395618, 1590395604, 1590395621, 1590395590, 1590381606, 1590395595, 1590395614}","{145667226, 145667219, 146001018}"
145667219,"{1590381632, 1590395587, 1590395621, 1590395608, 1590395598, 1590395615}","{145667216, 145667226, 146001018}"
857614001,"{1589135297, 7995723227}","{142796072, 857614002, 486490982}"
145577591,"{1589690768, 1589690249, 1589689964}",{142796073}
146016753,"{1587355056, 1587355271, 1587355048, 1593140397}","{146016752, 145311716}"
744526322,"{3738579928, 1587484858}","{370134392, 744526321}"
744526321,"{8122771714, 1589762120, 1589761969, 8241193498, 330935412, 7943477620, 8241193494, 1587484858, 1587484286, 8122771711}","{365220297, 744526322, 30031819, 145593693}"
145391426,"{8408683923, 8408683924, 8408683928, 1588112745, 1588112765}",{30037869}
336018398,"{1588122768, 3445682599}","{145392627, 145411405, 336018397}"
145393144,"{1588444293, 1588444294, 330818184, 1588444302, 1588444306, 1588444308, 1588444309, 1588444310, 1588128405, 1588444312, 1588444311, 1588128420, 1588128422, 1588119744, 1588119745, 1588119746, 1588119747, 1588119748, 1588119750, 1588119751, 1588119752, 1588119753, 330775626, 1588119755, 1588119756, 1588119759, 1588119761, 1588119762, 1588119763, 1588119765, 1588119766, 1588128354, 1588128383}","{145428888, 145428881, 145428885, 145428887}"
145393887,"{1588444257, 330818179, 1588444260, 1588444266, 1588137258, 1588444270, 1588444272, 1588137272}","{145428881, 145428885, 145428887}"
145603817,"{1588233361, 1588233412, 8222509560, 1588233401, 8292203994, 8292203995, 330935035}",set()
145404814,"{330975729, 1588239373}",{503673486}
145691151,"{8011602882, 8074500738, 330697477, 1589736959, 8008141855, 1589736925, 330696239}",{30031771}
145407131,"{1589801903, 1589801904, 1589801905, 330696242, 1588633369, 1590028893, 1590028894, 1590028895}","{145590154, 859508341, 145691151}"
859508341,"{8011632240, 1588633369, 330933143}","{145407131, 145603820, 145593694}"
516273479,"{1588315052, 1588444252}","{677243206, 516273480, 145412813, 145428887, 517211896}"
145412813,"{1588315041, 1588315052}","{517211896, 516273479}"
517211896,"{1588315052, 1588315054}","{145412821, 145412813, 517211894, 516273479}"
677243206,"{1588444252, 6341385911}","{516273480, 516273479, 145428887}"
516273480,"{1588444252, 1504231597, 1588444247}","{677243206, 516273479, 145428887}"
145412821,"{1588315043, 1588315054}","{517211896, 517211894}"
517211894,"{1504231612, 1588315054, 8188197815}","{517211896, 145412834, 145412821, 516271682}"
145412834,"{1504231612, 286416142}","{516271680, 516271682, 517211894}"
516271682,"{1504231618, 1504231612}","{516504002, 145412834, 145412836, 517211894}"
516504002,"{1588444256, 1504231618}","{145412836, 516271682, 516273484, 145428885}"
145412836,"{1588315050, 1504231618, 1588315053}","{516504002, 516271682}"
145428885,"{1588444256, 1588444320, 1588444258, 1588119747, 1588137258, 1588444268, 1588444304, 1588444276, 1588444318, 8188197756, 8198130462}","{30038818, 516504002, 516273484, 145393144, 30038777, 145393887}"
145416454,"{1588338913, 1588338919, 1588338888, 1588338825, 1588338893, 8204809233, 1588338740, 1588338902, 1588338840, 1588338809, 1588338778, 1588338748, 1588338872}","{145416475, 145416459, 145416492}"
145416492,"{1588338803, 1588338776, 1588338747, 1588338827, 1588338750}",set()
145416459,"{1588338929, 1588338937, 1588338940, 1588338941}",{145416479}
145416475,"{1588338806, 1588338773, 1588338766}",set()
145416487,"{1588338965, 1588338950, 1588338935, 1588338904, 1588338982, 1588338922, 1588338910}",set()
145416468,"{1588338946, 1588338986, 1588338956, 1588338974}",set()
145416464,"{1588338971, 1588338964, 1588338988}",set()
495774095,"{4875071616, 4875071615}",set()
145416479,"{1588338896, 1588338930, 1588338786, 1588338772, 1588338941, 1588338815}",{145416459}
145416461,"{1588338762, 1588338768, 7438221907, 1588338775, 1588338780, 1588338720, 1588338785, 8156707301, 1588338726, 8156707303, 8156707304, 8156707305, 8156707302, 1588338731, 1588338792, 1588338799, 1588338801, 1588338744}",{145416491}
145416491,"{1588338738, 1588338771, 1588338729, 1588338749, 1588338783}",set()
145416466,"{1588338784, 1588338790, 1588338955, 1588338860}",set()
145416469,"{1588338833, 1588338933, 1588338903, 1588338812, 1588338959}",set()
145416471,"{1588338865, 1588338947, 1588338917, 1588338779, 1588338782}",set()
145416473,"{1588338838, 1588338807, 1588338794, 1588338908, 1588338958, 1588338927}",set()
145416476,"{1588338928, 1588338963, 1588338948, 1588338979, 1588338886, 1588338905}",set()
145416480,"{1588338914, 1588338949, 1588338870, 1588338934, 1588338969, 1588338842, 1588338894}",set()
145416481,"{1588338912, 1588338952, 1588338961, 1588338822, 1588338966, 1588338936, 1588338874}",set()
145416485,"{1588338976, 1588338968, 1588338953, 1588338891, 1588338924, 1588338907, 1588338939}",set()
145416486,"{1588338848, 1588338943, 1588338975, 1588338921, 1588338875, 1588338957, 1588338895}",set()
145416493,"{1588338528, 4961461315, 1588338533, 3897537160, 1588338536, 1588338538, 1588338540, 4023128946, 4023136371, 1588338522, 1588338524, 1588338526}","{386427433, 399587021, 506400615}"
386427433,"{3897537157, 3897537158, 4961461319, 6872437397}","{506400616, 506400617, 145488782}"
399587021,"{6872437392, 6872437395, 4023136373}","{506400616, 506400617, 145488782}"
566778071,"{5457530981, 1588338541, 5457530982}",{506400615}
624687820,"{8118434498, 8082956387, 330695834, 1588404862}","{624687818, 520467046}"
624687818,"{1590075602, 1588404862}","{624693986, 624687820}"
146036696,"{8945044146, 1593352211, 1593352232, 1593352282, 8945044143}","{145497443, 146036708, 402585423, 146036661, 566778075}"
145425491,"{1588415936, 5060708545, 5054712837, 5054712840, 1593246798, 1588426703, 4049762894, 1588426769, 5054712851, 1589683032, 1589683037, 1593246941, 1589666398, 1588433573, 1589683047, 1588426664, 1589683049, 1588415918, 1588415990, 1589683062, 1588415993, 1591285498, 1588415933, 1588426878}","{145659908, 146026374, 145575686, 145577355, 145577356, 146026397, 145577359, 145577358, 145577361, 145425492, 518100983, 146036696, 145782971, 146026333, 146026334}"
146026333,"{1593246946, 5054712836, 1593246949, 1593246985, 1593246967, 8945016504, 8945016505, 8945016506, 1593246941}","{145425491, 146026342, 146026375}"
146026397,"{5060708548, 5060708549, 1593246982, 1593246970, 1593247003, 1593246973, 1593246975}","{146026378, 146026357}"
145577355,"{1589683048, 1589683045, 1589683062}","{145436216, 145425491, 145577347}"
145577356,"{1589683049, 1589683035, 1589683038}","{145436216, 145425491, 145577347}"
146026374,"{1593246866, 1593246845, 1588426703}","{146026375, 145425491, 146026373, 146028183}"
145577359,"{1589683029, 1589683047, 1589683019, 1589683021}","{145436216, 145425491, 145577347}"
145577358,"{1589683009, 1589683037, 1589683006, 9173842847}","{145436216, 145425491, 145577347}"
146026334,"{1588415946, 1593246791, 9259117450}",{145425492}
518100983,"{1589683003, 5054675355, 1589683004}","{145436216, 145577347, 780731159}"
145577361,"{1589682970, 1589682996, 1589682974}","{145436216, 145577360}"
145425492,"{5625271744, 1588415937, 1588415939, 1588415946, 1588426667, 8194085932, 1588433580, 1593246830, 1588416013, 1588415955, 1588415988, 1588416019, 1591290521, 1588415995, 1588415933}","{146026336, 146026369, 146026372, 145577361, 145425491, 146026334}"
145572610,"{1589682960, 1589645939, 1589682948, 1590906341, 1589645941, 1589645942}","{145436216, 145694512, 145577360, 780731159}"
145782971,"{1591285498, 1591289197, 1591290599}","{146026336, 145425491}"
145659908,"{9258811236, 9258811238, 1590307958, 1589666398, 8945016493, 1590307966}","{145577347, 145575686, 145577353, 518100977, 145425491}"
145575686,"{1589666402, 8194083108, 1590308036, 1590412839, 1591290430, 1590013039, 1590013009, 1593246898, 1590013051, 1590020092, 8194083101, 1590012990}","{146026336, 145621638, 145659910}"
146026372,"{1593246830, 1593246839}","{145425492, 146026373}"
146026373,"{1593246835, 1593246839, 1588426712, 1593246840, 1593246845, 1593246831}","{146026376, 146026372, 146026374, 146028183}"
146026369,"{1618725105, 1593246999, 1588415995, 1618725132}",{145425492}
146026336,"{5625271745, 1593247234, 1593247171, 5625271748, 5625271749, 1593247176, 1593247180, 1593390031, 1593247066, 1593247132, 1593247136, 1593247209, 1593247211, 1593247214, 1593247221, 1593247159, 1593247224, 1593247228, 1593247231}","{146026376, 146026396}"
145425998,"{1588415505, 1588415362, 330799579, 1588415118, 1588415022}","{145425996, 30038638}"
145425996,"{1588415413, 1588415118}",{145425998}
677243205,"{6341385910, 1588444247}","{516273480, 516273481, 145428881}"
145428883,"{1590029837, 1590029967, 8188197751, 1590029879, 8188197752, 8188197753, 1588444251, 1588444255}",{145428889}
837149876,"{330695824, 8082933056, 5899058910}","{624693986, 145430180}"
365220174,"{1590315154, 1589761847}","{145661429, 145661427, 365220297, 365220173}"
145661429,"{1590315154, 8292203999, 330946686, 8100821551}","{145661427, 365220173, 365220174}"
590430062,"{4049562108, 1588482045}","{590430056, 590430061}"
590430061,"{1588482045, 5560338534}","{590430060, 590430062}"
590430056,"{1593142008, 6367038930, 4049562108}","{590430062, 590430055}"
590430060,"{1593141888, 5560338534}","{590430059, 590430061}"
145433459,"{1588484002, 1588483999}",{145433454}
145433462,"{1588484073, 1588484066, 1588484083}",{145433454}
145433461,"{1588484120, 1588484108}",{145433454}
145433460,"{1588484122, 1588484127}",{145433454}
145622385,"{1590020049, 8199413878, 1590020074, 1590019996}",{145621638}
145622392,"{1590020048, 1590019958, 1590020007, 1590020046}",{145621638}
145625281,"{1590039778, 1590039796, 1590039788, 1590039751, 1590039785, 8243330156}",set()
145625282,"{1590039794, 1588483876, 1590039767, 1590039787, 1590039774}",set()
145717445,"{1590855490, 1590855492}",set()
145625284,"{1590039776, 1590039745, 1590039753, 1590039771, 1590019900, 1590039791}",{881672584}
145433445,"{1588484068, 1588484031}",{145433450}
145433463,"{1588484042, 1588484051, 1588484053}",{145433454}
145433457,"{1588484017, 1588484012}",{145433454}
145433466,"{1588483992, 1588483916, 1588483933}",{145433467}
362550419,"{1588521793, 7404235857, 8945032921, 1589086827}",set()
145436216,"{1589683009, 1589682946, 1590675462, 1588528136, 1588528137, 8194085963, 1588528139, 8194085965, 1588528141, 5054712847, 5054712848, 1588528145, 1590899089, 1588528147, 1588528148, 1589683029, 5054675355, 1589683038, 1589645923, 1589683048, 1591210544, 1589645939, 1589682996, 5060708542}","{145572609, 145572610, 145577353, 145577358, 145577359, 145694512, 145577361, 518100983, 145733108, 145733107, 780731159, 145436217, 146026397}"
145694512,"{1590675410, 1591210498, 1590675349, 1590675207, 8945044154}",set()
780731159,"{1589645948, 1590674999, 1589645961, 1590899086, 1589645967, 1590899090, 1590917974, 1589645920, 1590918308, 1589645924, 1589645947, 1589530031, 1590674992, 1589530353, 1589530354, 1589530355, 1590918195, 1589645941, 1590674997, 1589645943, 1589645944, 1589645945, 1589645882, 1589530043, 1589645946}","{145572609, 145733107, 145733108, 518890445}"
145577360,"{1589682944, 1589682881, 1589682891, 1593165999, 1589682960, 1589682928, 9266463416, 1589682974}","{146019521, 145572610, 145572609, 145577353, 145577361}"
145733107,"{1590899088, 1589682946, 8194085948, 1590899086}","{145436216, 145577353, 145694512, 780731159}"
145572609,"{1589682928, 1589682921, 1589682922, 1589682923, 1589682910}","{145577347, 145577349, 145577351, 145577352, 145577360}"
543630690,"{5255250234, 5255250235, 5255250236}",{145572609}
145436217,"{1588528129, 1588528131, 1588528132, 1588528134, 5060719558, 1588528136, 8194085961, 5060708553, 5060708552, 5060719559, 1593165838, 1589645713, 1590917842, 1589645404, 1590917926, 1590918121, 9266449268, 1588528125}","{145572614, 403004685, 518890445, 403004686, 403004687, 403004688, 145436216}"
403004685,"{1593165976, 1590918121}","{145436217, 146019521}"
146019521,"{1593165976, 1589682891, 9266463415}","{145577360, 518890445, 403004685}"
403004686,"{4053971899, 9266463413, 1590917926}",{145436217}
403004687,"{1590917842, 4053971900, 9266463414}",{145436217}
403004688,"{1589645713, 4053971901}","{145436217, 145572614}"
145690230,"{1590602000, 1590601970, 1590602012}",{145572612}
145437543,"{1588553680, 1588553668, 1588553644, 1588553661}","{145437542, 145437527, 145437529, 145437530, 145437531}"
145437530,"{1588553473, 1588553487, 1588553620, 1588553429, 1588553463, 1588553465, 1590340026, 1588553563, 8258137852, 1588553661, 1588553470, 1588553467}","{145437528, 145437540, 145437542, 145437543}"
145437542,"{1588553665, 1588553661, 1588553678}","{145437545, 145437530, 145437543}"
145437528,"{1588553475, 1588553482, 1588553484, 1588553549, 1588553489, 1588553620, 1588553558, 1588553560, 1588553627, 1588553503, 1588553567, 1588553507, 1588553574, 1588553577, 1588553514, 1588553519, 1588553523, 1588553459, 1588553528, 1588553657, 1588553598}","{145437536, 145437529, 145437530, 145437527}"
145437540,"{1588553505, 1588553490, 1588553485, 1588553486}","{145437538, 145437539}"
145437537,"{1588553396, 1588553445, 1588553399, 1588553432, 1588553431, 1588553404, 1588553407}","{145437536, 145437534}"
145437535,"{1588553405, 1588553406, 1588553407}","{145437537, 145437527}"
145437534,"{1588553408, 1588553441, 1588553409, 1588553411, 1588553379, 1588553413, 1588553377, 1588553447, 8258137831, 1592148366, 1588553425, 8194077171, 1588553396, 1588553433}","{145437537, 145437541}"
145437529,"{1588553668, 1588553543, 1588553592, 1588553627}","{145437528, 145437540}"
145437536,"{1588553459, 1588553460, 1588553461, 1588553431, 1588553449, 1588553434, 1588553451}","{145437528, 145437537}"
145437531,"{641227393, 8166638466, 1588553415, 1591219849, 8144685449, 8144685452, 8144685453, 1588553680, 1588553681, 1588553618, 1588553682, 1588553622, 1588553439, 1588553698, 1591219816, 1588553648, 1588553394, 1588553398, 1588553657, 8166638462}","{145437528, 145437540, 145437534, 145437543}"
145437544,"{1588553698, 1591127171, 1594521444, 1588553700, 1588553702, 8144685448, 1591035691, 1588553686, 1588553688}","{145437545, 145761378, 145437531}"
145761378,"{1594510754, 1591127171, 1594510871, 1591127174, 1591127179, 1591127212, 1591127182, 1594510895, 1591127217, 1591127186, 1594510898, 1591127188, 1591127191, 1591127192}","{146180032, 146180035, 145437544, 146180044, 146180031}"
145437538,"{1588553474, 1588553483, 1588553485}","{145437539, 145437540}"
145437539,"{1588553478, 1588553485, 1588553487, 1588553466, 1588553468, 1588553469, 1588553471}","{145437537, 145437538, 145437540, 145437527, 145437530}"
145622801,"{1590003083, 1590003068, 285797102}","{145437580, 145622799}"
655510434,"{8250850265, 1588575850, 330778020}",{546947402}
546947402,"{5285086121, 1588575850}","{521958937, 655510434}"
145589362,"{1588592707, 1588575875, 8118434511, 1588592691, 330696247, 330947416, 330696249, 1588592666, 1588575899}",{145603825}
145691165,"{8292203988, 5040187493, 1592688710, 8292203989, 6340990655}","{485101720, 438912914}"
145575006,"{1590649596, 345219209, 1590649612, 1590649615, 1590649620, 1590649621, 1589656856, 1590649629, 10089306296, 1590649642, 1590649648, 1590649655, 1590649656, 1590649593, 1590649660, 1590649662, 1590649599}","{145691155, 145603820, 145692173}"
145462341,"{1588707642, 1588707663}",set()
145463611,"{1590957921, 1588714282, 1588714291}","{145743334, 145743318}"
145743318,"{9342462912, 1590957921, 1590965596}",{145463611}
145743334,"{8288192896, 8288192897, 8288192898, 9326303076, 8288192900, 9326303079, 9326303080, 1588714282, 1588714283, 8288192883, 8288192892, 8288192895}","{145463611, 145744804}"
145470342,"{1588776193, 1591529859, 1588776196, 1588776072, 1589191688, 1588776075, 1588776077, 4049760527, 1588776083, 4049760531, 1588776088, 1589191705, 4049760537, 1588776091, 1591529498, 1588776094, 7958960941, 1591296301, 1591296302, 1591296303, 1589191729, 1591296304, 1591529651, 1591296305, 1588776248, 1591296314, 1591296316, 1589191614, 1591529535, 8259842884, 1588776137, 1588776273, 1591529298, 1588776281, 1588776284, 1588776286, 1592792162, 1591529828, 1588776177, 1588776054, 1591529207, 1591529334, 1588776057}","{145818088, 145958755}"
145818088,"{1592791905, 1592792002, 1592792035, 1592791639, 1592792073, 1592791978, 1592791959, 1592791577, 1592791578, 1592791996, 1592792029}",set()
145958755,"{1592791553, 1592791538, 1592791683, 1592791970, 1592792103, 1592791560, 1592792108}",set()
566778077,"{1590791138, 1590791162, 1590791148, 1590791180, 1590791151}",set()
145488782,"{4023133442, 4961461314, 1589036293, 3897537157, 1589036615, 4049778185, 1589036555, 1589036565, 309701847, 8140923992, 1589036569, 8140923991, 1589036635, 8140923868, 1589036540, 1589036573, 1589036583, 1589036593, 4941374706, 1589036403, 4023136373, 8140950517, 1589036344, 1589036602, 8140945916}","{506400613, 506400614, 506400615, 386427433, 399587021, 872136054, 566778077}"
506400617,"{6872437395, 6872437396, 4961461318, 4961461319}","{386427433, 399587021, 506400614, 506400615}"
506400615,"{6872437394, 4961461315, 6872437396, 5457530982, 4049778185}","{506400616, 506400617, 145488782, 566778071}"
506400614,"{6872437393, 4961461314, 4961461313, 4961461318}","{506400616, 506400617, 145488782}"
506400613,"{4961461312, 4961461317, 8805621752, 1589036573}","{506400616, 145488782}"
872136054,"{1589036635, 8122804799}","{872136052, 145488782}"
872137023,"{8123010707, 8123010709}",set()
543218604,"{1588338898, 8204809530, 8204809531, 8474284940}",{543218603}
145497402,"{1589085473, 1589085441}",{145497403}
145497403,"{1589085441, 1589085414, 8204403494, 1589085254, 1589085127, 1589085390, 1589085334, 8194085974, 1589085464, 1589085148}","{145497443, 145497444, 145497445, 146036654, 146036660, 146036662, 145497402, 145497405}"
145497406,"{1589085449, 8204403495, 1589085399}",{145497444}
145497405,"{1589085306, 1589085427, 1589085390}","{146036656, 145497403}"
145497445,"{8140931251, 1589085108, 1589085145, 4551312890, 1589085084, 8945044141, 8945044142}","{145497440, 145497441, 145497442, 780121223, 402585423}"
145497443,"{1589085030, 1589085095, 1589085068, 1589085100, 1589085039, 1589085137, 1589085013, 1593352282, 1589085116}","{145497440, 145497441, 145497442, 146036655, 146036656, 402585423, 566778075}"
146036660,"{1593352310, 1593352327, 1593352329, 1589085148}","{146036655, 146036658, 146036659, 145497403, 145497404}"
146036658,"{1593352324, 1593352319, 1593352327}","{146036660, 146036662}"
145497404,"{8945016500, 8140891914, 1593352292}",{146036657}
146036659,"{1593352304, 1593352307, 1593352310}","{146036654, 146036660, 145497404, 146036655}"
146036655,"{1589085137, 5625120690, 5625120689}","{146036656, 145497443}"
146036662,"{1593352315, 1593352319, 1589085127}","{146036658, 145497403, 146036654}"
146036657,"{1593352280, 1593352290, 1593352292}","{145497404, 146036654}"
406118147,"{4309623099, 4311925575, 6872437399, 4311938426, 4082275147, 4082275146}","{145497412, 145497414, 145497415}"
145497441,"{8140865411, 8204403557, 8140891910, 8140891912, 1589085100, 1593352284, 8945016499, 1593352246, 1593352188, 8194085982}","{145497443, 146036654}"
145497412,"{1589085476, 1589085418, 1589085388, 4311938426}",{406118147}
145497415,"{1589085397, 1589085477, 4311925575, 1589085463, 1589085423}",{406118147}
145497413,"{1589085377, 4311881652, 1589085425}",set()
145497414,"{1589085451, 1589085467, 1589085430, 4309623099, 1589085407}",{406118147}
540112696,"{5225789465, 5225789467, 5225789468, 5225789469}",{540112697}
145497420,"{1589085360, 1589085408, 1589085480, 1589085450, 4309970635}",set()
540112697,"{5225789469, 5225789470}",{540112696}
540112698,"{5225789472, 5225789461, 5225789471}",set()
402585427,"{8945016488, 4309903753, 4049798286}",set()
540112699,"{5225789473, 1589085292}",set()
540112700,"{1589085272, 5225789474}",set()
540112701,"{5225789475, 5225789460}",set()
402585428,"{4049798287, 6872437398, 8945016487}",set()
145497444,"{1589085414, 1589085256, 8140932619, 1589085452, 1589085196, 1589085358, 1589085133, 1589085399, 1589085311}","{145497440, 145497441, 145497442, 402585423, 146036656, 145497403, 145497406}"
145497442,"{1593352176, 8140890407, 1593352266, 1589085068}","{145497443, 146036708}"
145497440,"{1593352242, 1593352155, 1589085030}","{145497443, 146036708}"
402585423,"{8204403666, 1593352282, 4551312890}","{145497443, 145497445, 780121223, 146036696, 566778075}"
146036654,"{1593352290, 1589085127, 1593352307, 1593352246, 8194085977, 8194085979, 1593352286}","{146036657, 146036659, 145497441}"
146036656,"{1589085412, 1589085358, 8204403503, 1589085137, 5625120691, 5625120692, 8204403509, 1589085306, 1589085212, 1589085437}","{145497443, 145497444, 145497445, 146036655}"
566778075,"{1593352228, 5251356315, 4049798283, 1589084942, 1593352239}","{146036706, 146036699}"
780121223,"{7284279780, 1589085012, 4049778298, 4551312890}","{145497445, 402585423}"
362550364,"{1589076032, 330790017, 345219586, 1589090756, 345221582, 1589086352, 345221598, 1589092837, 345221613, 1589092846, 1274331951, 8228291569, 345221557, 345219575, 345221624, 345219579, 1589086397, 1589086591}","{362550408, 883623353, 362550363}"
486490982,"{7995723217, 7995723218, 1589106578, 7995723227, 290164143}",{857614002}
145502031,"{1589170916, 1589106261, 1589170891, 1589170894}",set()
744526327,"{8038472593, 1589135116, 2655177197}","{530443681, 744526326}"
530443681,"{1593140115, 1589135116}","{484866178, 744526327}"
484866178,"{8212244401, 1593140115}",{530443681}
145499844,"{1589158515, 1589158456, 1589158441, 1589158460}",set()
145499853,"{1589158594, 1589158550, 1589158519}",set()
145499847,"{1595899458, 1595899459, 1589158469, 1589158437, 1589158471, 1589158352, 1589158487, 1592499417, 1589158463}",set()
145499865,"{1589158578, 1589158630, 1589158602, 1589158539, 1589158605, 1589158511}",set()
